DAY,MG_PRICE,,,,,,,,
20251001,32.664,"14,392.000","345,408.000",,,,,,
20251002,31.983,"17,359.000","416,616.000",,,,,,
20251003,31.085,"14,502.000","348,048.000",,,,,,
20251004,30.398,"18,371.000","440,904.000",,,,,,
20251005,30.263,"20,309.000","487,416.000",,,,,,
20251006,30.667,"13,193.000","316,632.000",,,,,,
20251007,32.953,"16,958.000","406,992.000",,,,,,
20251008,34.004,"14,516.000","348,384.000",,,,,,
20251009,34.013,"15,640.000","375,360.000",,,,,,
20251010,32.912,"15,983.000","383,592.000",,,,,,
20251011,31.077,"12,575.000","301,800.000",,,,,,
20251012,31.014,"12,999.000","311,976.000",,,,,,
20251013,32.676,"11,020.000","264,480.000",,,,,,
20251014,33.885,"16,513.000","396,312.000",,,,,,
20251015,34.620,"17,376.000","417,024.000",,,,,,
20251016,34.325,"16,726.000","401,424.000",,,,,,
20251017,33.535,"14,808.000","355,392.000",,,,,,
20251018,31.947,"17,531.000","420,744.000",,,,,,
20251019,31.959,"17,935.000","430,440.000",,,,,,
20251020,35.223,"18,765.000","450,360.000",,,,,,
20251021,35.214,"18,155.000","435,720.000",,,,,,
20251022,35.059,"17,158.000","411,792.000",,,,,,
20251023,34.062,"17,645.000","423,480.000",,,,,,
20251024,33.192,"12,677.000","304,248.000",,,,,,
20251025,31.672,"18,463.000","443,112.000",,,,,,
20251026,31.405,"18,110.000","434,640.000",,,,,,
20251027,33.566,"15,301.000","367,224.000",,,,,,
20251028,32.413,"14,595.000","350,280.000",,,,,,
20251029,34.147,"18,016.000","432,384.000",,,,,,
20251030,34.702,"22,157.000","531,768.000",,,,,,
20251031,34.127,"27,184.000","652,416.000",,,,,,
20251101,30.477,"19,366.000","464,784.000",,,,,,
20251102,30.519,"22,826.000","547,824.000",,,,,,
20251103,31.234,"16,545.000","397,080.000",,,,,,
20251104,31.650,"16,672.000","400,128.000",,,,,,
20251105,32.727,"14,614.000","350,736.000",,,,,,
20251106,32.538,"18,460.000","443,040.000",,,,,,
20251107,32.316,"14,404.000","345,696.000",,,,,,
20251108,31.956,"16,880.000","405,120.000",,,,,,
20251109,31.941,"18,751.000","450,024.000",,,,,,
20251110,32.538,"15,128.000","363,072.000",,,,,,
20251111,31.938,"19,884.000","477,216.000",,,,,,
20251112,31.957,"19,585.000","470,040.000",,,,,,
20251113,32.155,"18,080.000","433,920.000",,,,,,
20251114,31.487,"18,486.000","443,664.000",,,,,,
20251115,31.420,"16,374.000","392,976.000",,,,,,
20251116,31.327,"15,564.000","373,536.000",,,,,,
20251117,31.956,"17,346.000","416,304.000",,,,,,
20251118,32.869,"17,109.000","410,616.000",,,,,,
20251119,33.609,"18,018.000","432,432.000",,,,,,
20251120,33.365,"17,890.000","429,360.000",,,,,,
20251121,34.832,"21,647.000","519,528.000",,,,,,
20251122,33.456,"19,170.000","460,080.000",,,,,,
20251123,33.114,"21,259.000","510,216.000",,,,,,
20251124,34.481,"16,169.000","388,056.000",,,,,,
20251125,33.039,"20,669.000","496,056.000",,,,,,
20251126,34.017,"23,919.000","574,056.000",,,,,,
20251127,34.616,"21,802.000","523,248.000",,,,,,
20251128,34.129,"20,113.000","482,712.000",,,,,,
20251129,32.537,"24,002.000","576,048.000",,,,,,
20251130,32.027,"26,390.000","633,360.000",,,,,,
20251201,33.505,"15,468.000","371,232.000",,,,,,
20251202,33.434,"23,450.000","562,800.000",,,,,,
20251203,33.209,"21,515.000","516,360.000",,,,,,
20251204,32.915,"21,368.000","512,832.000",,,,,,
20251205,31.983,"16,472.000","395,328.000",,,,,,
20251206,29.495,"17,057.000","409,368.000",,,,,,
20251207,29.351,"16,961.000","407,064.000",,,,,,
20251208,29.523,"12,181.000","292,344.000",,,,,,
20251209,30.933,"15,539.000","372,936.000",,,,,,
20251210,31.269,"22,424.000","538,176.000",,,,,,
20251211,30.747,"24,168.000","580,032.000",,,,,,
20251212,30.962,"21,919.000","526,056.000",,,,,,
20251213,29.571,"18,736.000","449,664.000",,,,,,
20251214,29.512,"16,293.000","391,032.000",,,,,,
20251215,31.782,"17,201.000","412,824.000",,,,,,
20251216,31.564,"20,736.000","497,664.000",,,,,,
